Threshold,Precision,Recall,F1 Score
0.1,0.21079691516709512,0.8631578947368421,0.33884297520661155
0.2,0.4624277456647399,0.8421052631578947,0.5970149253731343
0.3,0.6842105263157895,0.8210526315789474,0.7464114832535885
0.4,0.8,0.8,0.8
0.5,0.8426966292134831,0.7894736842105263,0.8152173913043478
0.6,0.8888888888888888,0.7578947368421053,0.8181818181818182
0.7,0.9113924050632911,0.7578947368421053,0.8275862068965517
0.8,0.9305555555555556,0.7052631578947368,0.8023952095808383
0.9,0.9402985074626866,0.6631578947368421,0.7777777777777778
